date,month,season,year,solar_radiation_sum,temperature_maximum,temperature_minimum,rainfall_sum,humidity_average
21/12/2009,12,Winter,2009,3021.4,10.21,-1.51,15.8,97.28645833
22/12/2009,12,Winter,2009,5175.3,11.77,7.83,5.6,99.27430556
23/12/2009,12,Winter,2009,6434.3,13.7,5.81,12.4,99.89583333
24/12/2009,12,Winter,2009,9143.9,15.62,7.43,13.6,95.21006944
25/12/2009,12,Winter,2009,9799.1,8.63,3.31,13.6,95.01388889
26/12/2009,12,Winter,2009,3806.4,10.6,3.74,11.8,99.93402778
27/12/2009,12,Winter,2009,11398.9,7.03,0.73,0,99.97743056
28/12/2009,12,Winter,2009,2387.9,14.85,3.31,5.6,99.99479167
29/12/2009,12,Winter,2009,2329.3,15.62,12.16,19,100
30/12/2009,12,Winter,2009,9074.3,14.85,8.23,8,96.55381944
31/12/2009,12,Winter,2009,6818.8,10.99,3.31,3,96.35243056
01/01/2010,1,Winter,2010,7028.7,9.03,3.74,0,96.83333333
02/01/2010,1,Winter,2010,7026.8,8.63,2.89,0,98.765625
03/01/2010,1,Winter,2010,6283,8.63,2.03,2.8,99.984375
04/01/2010,1,Winter,2010,3566.6,11.38,7.43,12.8,100
05/01/2010,1,Winter,2010,4228.1,9.42,6.62,2.4,99.99479167
06/01/2010,1,Winter,2010,6145.4,7.43,3.74,0.2,98.22048611
07/01/2010,1,Winter,2010,1236.8,4.15,-0.15,8.4,100
08/01/2010,1,Winter,2010,14555.2,4.15,-1.51,1.4,72.36979167
09/01/2010,1,Winter,2010,16572.9,2.89,-2.43,0,70.39236111
10/01/2010,1,Winter,2010,7730.5,0.29,-4.81,0,95.78125
11/01/2010,1,Winter,2010,10749.5,2.46,-4.33,5.8,99.34027778
12/01/2010,1,Winter,2010,2634,7.43,0.29,6,100
13/01/2010,1,Winter,2010,4307.9,9.42,4.57,3,100
14/01/2010,1,Winter,2010,11866.7,11.38,6.62,0.4,80.20833333
15/01/2010,1,Winter,2010,13601.81408,10.21,2.46,0,93.64084507
16/01/2010,1,Winter,2010,7192.7,11.77,4.57,0,97.03472222
17/01/2010,1,Winter,2010,7017.9,14.47,8.23,0,99.15625
18/01/2010,1,Winter,2010,13114.4,14.85,4.15,0,95.89236111
19/01/2010,1,Winter,2010,3070.5,12.93,8.63,1.2,100
20/01/2010,1,Winter,2010,7727.7,11.77,4.99,0,99.09895833
21/01/2010,1,Winter,2010,12266.8,9.42,-0.15,0,98.99479167
22/01/2010,1,Winter,2010,7639.2,8.63,0.29,0,100
23/01/2010,1,Winter,2010,16711.4,12.16,4.99,0,88.51041667
24/01/2010,1,Winter,2010,12387.9,12.16,2.46,0,86.49652778
25/01/2010,1,Winter,2010,17619.3,9.82,1.6,0,66.60069444
26/01/2010,1,Winter,2010,17732.8,10.21,0.29,5,84.43229167
27/01/2010,1,Winter,2010,10647.8,4.15,-1.05,0,81.75868056
28/01/2010,1,Winter,2010,19906.4,9.42,-5.31,0,80.50520833
29/01/2010,1,Winter,2010,19951.2,11.38,-0.6,0,73.96527778
30/01/2010,1,Winter,2010,20169.2,11.38,0.73,0,74.66319444
31/01/2010,1,Winter,2010,19838,11.38,1.17,0,83.13194444
01/02/2010,2,Winter,2010,21108.1,10.99,-0.15,0,67.84548611
02/02/2010,2,Winter,2010,20960.7,10.21,-3.37,0,75.52430556
03/02/2010,2,Winter,2010,20640.5,13.7,-3.37,0,76.921875
04/02/2010,2,Winter,2010,6284.936842,10.99,6.22,2.4,96.72039474
05/02/2010,2,Winter,2010,19111.6,12.16,5.81,1.2,90.03125
06/02/2010,2,Winter,2010,20918.1,14.47,4.15,0,87.60416667
07/02/2010,2,Winter,2010,12711.7,12.16,2.03,0,93.00868056
08/02/2010,2,Winter,2010,6634.1,11.77,6.62,3.6,99.99131944
09/02/2010,2,Winter,2010,17996.4,12.55,2.03,0,80.27430556
10/02/2010,2,Winter,2010,14971.7,7.83,-1.05,0,74.31597222
11/02/2010,2,Winter,2010,18345.6,6.62,-1.97,0,60.08680556
12/02/2010,2,Winter,2010,18675.5,6.62,-4.33,0,57.62847222
13/02/2010,2,Winter,2010,16989.6,6.62,-3.85,0,70.35763889
14/02/2010,2,Winter,2010,20818.1,6.22,-5.31,0,70.76736111
15/02/2010,2,Winter,2010,3630.4,2.46,-1.51,13,98.21527778
16/02/2010,2,Winter,2010,9233.2,12.16,2.03,17.6,99.42534722
17/02/2010,2,Winter,2010,11739.4,10.99,5.81,1.6,96.828125
18/02/2010,2,Winter,2010,12273,9.42,1.6,1.4,93.88368056
19/02/2010,2,Winter,2010,13358.2,9.82,1.17,0,86.73784722
20/02/2010,2,Winter,2010,24402,9.82,-0.15,0,80.75520833
21/02/2010,2,Winter,2010,5747,9.42,2.89,5,98.80034722
22/02/2010,2,Winter,2010,13847.6,14.47,6.62,7.2,92.40104167
23/02/2010,2,Winter,2010,16204.5,13.7,7.03,5,94.43576389
24/02/2010,2,Winter,2010,17017.1,14.09,7.43,0,85.49131944
25/02/2010,2,Winter,2010,8303.1,14.85,8.63,6.6,96.96875
26/02/2010,2,Winter,2010,14625.2,12.16,6.22,0,88.18923611
27/02/2010,2,Winter,2010,6392.9,21.33,9.42,2.4,82.16840278
28/02/2010,2,Winter,2010,26038.5,12.93,5.4,0.2,77.58854167
01/03/2010,3,Spring,2010,16231.7,12.55,4.99,2.4,87.56770833
02/03/2010,3,Spring,2010,16863,13.7,2.03,1.8,80.30902778
03/03/2010,3,Spring,2010,16699.6,13.32,5.81,5.4,93.11284722
04/03/2010,3,Spring,2010,24730.1,15.62,5.81,0,89.02604167
05/03/2010,3,Spring,2010,4660.5,9.82,4.15,22.2,99.88541667
06/03/2010,3,Spring,2010,5697.2,7.43,1.17,10.8,96.61979167
07/03/2010,3,Spring,2010,10635.6,9.82,4.15,1,99.3125
08/03/2010,3,Spring,2010,27936.1,6.22,-1.05,1.4,68.3125
09/03/2010,3,Spring,2010,32891.82353,10.99,-2.43,0,59.29411765
10/03/2010,3,Spring,2010,31181,9.42,-3.85,0,58.81597222
11/03/2010,3,Spring,2010,29295.4,8.63,-3.85,0,65.85590278
12/03/2010,3,Spring,2010,10172.9,6.62,0.29,0,76.11111111
13/03/2010,3,Spring,2010,27968.1,10.6,-2.9,0,71.55555556
14/03/2010,3,Spring,2010,32334.8,13.7,-0.6,0,55.87152778
15/03/2010,3,Spring,2010,33198.2,16.38,-1.51,0,49.48611111
16/03/2010,3,Spring,2010,32183.3,18.66,-0.15,0,40.96180556
17/03/2010,3,Spring,2010,33035.5,19.81,1.6,0,42.29861111
18/03/2010,3,Spring,2010,19287,20.57,7.03,0,55.78472222
19/03/2010,3,Spring,2010,13309.3,18.66,9.42,0,78.53819444
20/03/2010,3,Spring,2010,16106.8,20.95,11.77,0,57.11458333
21/03/2010,3,Spring,2010,13246.6,17.52,9.03,6.8,91.05034722
22/03/2010,3,Spring,2010,32802.9,20.19,7.83,0,78.67881944
23/03/2010,3,Spring,2010,23417.3,19.81,7.03,0,72.74131944
24/03/2010,3,Spring,2010,25336.7,20.19,9.82,6,82.46527778
25/03/2010,3,Spring,2010,14918.4,15.23,7.03,13.4,92.8125
26/03/2010,3,Spring,2010,32298.2,13.7,3.31,0.4,81.22916667
27/03/2010,3,Spring,2010,31662.1,16,5.4,0,77.77256944
28/03/2010,3,Spring,2010,31950.8,19.81,4.57,0,68.72048611
29/03/2010,3,Spring,2010,22008.1,15.62,9.42,0.6,73.47743056
30/03/2010,3,Spring,2010,21456.8,13.7,6.22,2.2,82.34548611
31/03/2010,3,Spring,2010,35760.9,14.09,2.89,0,73.24305556
01/04/2010,4,Spring,2010,29898.3,14.47,5.81,0,60.40972222
02/04/2010,4,Spring,2010,37088,16.38,2.89,0,60.85416667
03/04/2010,4,Spring,2010,25268.5,14.09,5.4,3.8,85.70659722
04/04/2010,4,Spring,2010,38167.3,15.62,2.89,0,70.42013889
05/04/2010,4,Spring,2010,36410.7,18.66,0.73,0,62.10763889
06/04/2010,4,Spring,2010,35735.6,19.81,4.15,0,54.64930556
07/04/2010,4,Spring,2010,33798.5,17.9,7.83,0,58.4375
08/04/2010,4,Spring,2010,39888.3,20.57,2.03,0,50.80555556
09/04/2010,4,Spring,2010,39738.1,19.42,2.03,0,56.14236111
10/04/2010,4,Spring,2010,39467.2,20.95,4.57,0,50.6875
11/04/2010,4,Spring,2010,41448.8,22.09,3.31,0,48.04166667
12/04/2010,4,Spring,2010,33351.1,20.95,2.89,0,49.87152778
13/04/2010,4,Spring,2010,6095.8,10.21,7.03,4,98.82118056
14/04/2010,4,Spring,2010,9596.7,14.47,7.83,13.6,100
15/04/2010,4,Spring,2010,19848.8,17.9,8.63,15.6,98.13368056
16/04/2010,4,Spring,2010,17475,16,9.03,1.4,97.14583333
17/04/2010,4,Spring,2010,21953.5,17.14,9.42,2.2,94.53993056
18/04/2010,4,Spring,2010,20353.5,16.38,9.42,7.6,97.30208333
19/04/2010,4,Spring,2010,30894.6,19.81,7.43,0,85.31076389
20/04/2010,4,Spring,2010,31424.6,21.33,7.83,0,78.81597222
21/04/2010,4,Spring,2010,26954.3,23.63,10.21,2.6,80.90451389
22/04/2010,4,Spring,2010,31699.68345,21.33,12.55,0,83.20863309
23/04/2010,4,Spring,2010,33638.6,22.09,10.21,0,80.21527778
24/04/2010,4,Spring,2010,39694.5,23.24,9.82,0,79.92361111
25/04/2010,4,Spring,2010,38445.8,25.95,10.99,0,72.32986111
26/04/2010,4,Spring,2010,41870.8,27.12,13.32,0,68.86805556
27/04/2010,4,Spring,2010,42522.3,28.31,11.38,0,60.45833333
28/04/2010,4,Spring,2010,41356.5,28.7,12.55,0,57.49652778
29/04/2010,4,Spring,2010,37646.2,26.73,13.7,0,59.76388889
30/04/2010,4,Spring,2010,33290.1,25.56,13.32,0,76.26736111
01/05/2010,5,Spring,2010,32469.8,23.24,12.93,0,65.64930556
02/05/2010,5,Spring,2010,42213.5,24.01,8.23,0,70.27777778
03/05/2010,5,Spring,2010,29665.9,17.52,7.43,0,60.77430556
04/05/2010,5,Spring,2010,33355.8,13.32,3.74,0,49.33333333
05/05/2010,5,Spring,2010,33722.4,16.38,4.57,0,48.75347222
06/05/2010,5,Spring,2010,45230.2,18.28,1.17,0,55.55208333
07/05/2010,5,Spring,2010,31488.3,18.66,5.81,0,61.15277778
08/05/2010,5,Spring,2010,23305.6,18.28,7.43,1.4,81.4375
09/05/2010,5,Spring,2010,31278.6,17.9,11.38,11.8,90.234375
10/05/2010,5,Spring,2010,25090.9,16.76,9.82,8.8,90.84548611
11/05/2010,5,Spring,2010,29396.1,16.76,6.62,0,83.08680556
12/05/2010,5,Spring,2010,30968.8,16.76,9.42,0.2,77.44444444
13/05/2010,5,Spring,2010,36724.8,17.14,4.57,0,76.18229167
14/05/2010,5,Spring,2010,42244.6,16,5.4,1,75.13888889
15/05/2010,5,Spring,2010,37377.7,18.28,7.43,0,61.99131944
16/05/2010,5,Spring,2010,47772.2,20.57,3.74,0,56.09027778
17/05/2010,5,Spring,2010,47198.5,24.4,5.81,0,50.41319444
18/05/2010,5,Spring,2010,46918.7,27.12,7.83,0,49.97916667
19/05/2010,5,Spring,2010,47075,27.91,9.82,0,44.01736111
20/05/2010,5,Spring,2010,48028.4,25.95,9.03,0,48.01388889
21/05/2010,5,Spring,2010,48039.6,28.31,12.16,0,43.53125
22/05/2010,5,Spring,2010,46941.2,29.5,12.93,0,36.51041667
23/05/2010,5,Spring,2010,45931.6,29.5,14.09,0,45.21527778
24/05/2010,5,Spring,2010,43238.6,28.31,12.16,0,55.22743056
25/05/2010,5,Spring,2010,48326.2,25.17,13.7,0,53.26736111
26/05/2010,5,Spring,2010,42865.9,25.17,11.77,0,62.14930556
27/05/2010,5,Spring,2010,35538.8,26.34,10.6,0,58.35416667
28/05/2010,5,Spring,2010,42453.8,24.79,9.82,0.4,68.93055556
29/05/2010,5,Spring,2010,48114.8,27.12,9.03,0,61.703125
30/05/2010,5,Spring,2010,47555.8,30.71,12.16,0,50.27083333
31/05/2010,5,Spring,2010,47209.6,32.76,14.09,0,47.47916667
01/06/2010,6,Summer,2010,42190.1,33.17,15.62,0,48.70486111
02/06/2010,6,Summer,2010,35382.6,31.52,16,0,46.57986111
03/06/2010,6,Summer,2010,42316.2,32.76,16.76,0,44.51736111
04/06/2010,6,Summer,2010,47684.8,34.01,15.23,0,39.76041667
05/06/2010,6,Summer,2010,45472.6,35.27,18.66,0,42.07291667
06/06/2010,6,Summer,2010,40944,31.12,17.9,0,32.2962963
07/06/2010,6,Summer,2010,47361.5,31.12,16,0,46.734375
08/06/2010,6,Summer,2010,42368.4,27.52,14.85,2.2,56.42013889
09/06/2010,6,Summer,2010,8898.8,16.76,12.55,16.4,99.99131944
10/06/2010,6,Summer,2010,33907.9,20.19,9.82,0.2,84.72222222
11/06/2010,6,Summer,2010,28404.4,19.81,10.21,0.8,82.27951389
12/06/2010,6,Summer,2010,14640.1,16.38,12.16,6.6,98.34895833
13/06/2010,6,Summer,2010,39665.5,24.01,12.55,1.4,77.85416667
14/06/2010,6,Summer,2010,37002.2,24.79,10.6,1.4,80.70486111
15/06/2010,6,Summer,2010,40427.4,21.71,9.42,0,63.71701389
16/06/2010,6,Summer,2010,26784.9,19.42,7.03,0,69.16145833
17/06/2010,6,Summer,2010,46227.7,25.17,7.83,0,62.484375
18/06/2010,6,Summer,2010,41895.7,27.91,12.93,0,59.19444444
19/06/2010,6,Summer,2010,42924,27.91,13.32,0,61.23090278
20/06/2010,6,Summer,2010,49242.7,26.34,12.16,0,43.43402778
21/06/2010,6,Summer,2010,50327.7,26.73,7.43,0,35.49305556
22/06/2010,6,Summer,2010,49662.4,31.52,11.38,0,31.33333333
23/06/2010,6,Summer,2010,49264.8,33.59,14.09,0,39.23958333
24/06/2010,6,Summer,2010,44701,35.27,16.38,0,42.49131944
25/06/2010,6,Summer,2010,42716,32.76,17.52,0.6,52.34375
26/06/2010,6,Summer,2010,40096.5,32.34,14.85,0.2,62.79166667
27/06/2010,6,Summer,2010,36716.2,32.34,17.14,3.6,65.50347222
28/06/2010,6,Summer,2010,47012.6,33.17,14.85,0,40.72569444
29/06/2010,6,Summer,2010,44611.7,33.59,18.66,0,47.58333333
30/06/2010,6,Summer,2010,47572.4,34.43,16.38,0,46.37152778
01/07/2010,7,Summer,2010,44009.8,34.43,19.42,0,35.27083333
02/07/2010,7,Summer,2010,32988.6,33.59,19.42,0,42.90277778
03/07/2010,7,Summer,2010,28585.1,30.31,17.14,5.8,68.39409722
04/07/2010,7,Summer,2010,46259.7,35.27,16.76,0,51.11284722
05/07/2010,7,Summer,2010,50681.07068,36.57,17.52,0,40.10338346
06/07/2010,7,Summer,2010,48423.15789,37,19.04,0,11.94833333
07/07/2010,7,Summer,2010,46153.4,38.77,21.71,0,10.91152778
08/07/2010,7,Summer,2010,26620,38.77,25.95,0,8.704375
09/07/2010,7,Summer,2010,40782.6,37.44,20.95,0,9.318819444
10/07/2010,7,Summer,2010,46291.4,37.88,21.33,0,9.301875
11/07/2010,7,Summer,2010,46403.6,38.77,21.33,0,8.591180556
12/07/2010,7,Summer,2010,45891.1,39.22,20.57,0,8.666736111
13/07/2010,7,Summer,2010,47754,36.57,18.28,0,3.688541667
14/07/2010,7,Summer,2010,47152.4,35.7,18.28,0,8.049791667
15/07/2010,7,Summer,2010,48337.4,34.01,16.38,0,4.539097222
16/07/2010,7,Summer,2010,48084.9,34.85,17.9,0,1.693194444
17/07/2010,7,Summer,2010,47327.5,36.57,17.14,0,3.813402778
18/07/2010,7,Summer,2010,46094.6,37.88,19.81,0,11.74298611
19/07/2010,7,Summer,2010,45046.2,38.77,20.95,0,10.45055556
20/07/2010,7,Summer,2010,45717.5,38.32,21.71,0,6.050486111
21/07/2010,7,Summer,2010,43735.9,37.88,19.42,0,8.013194444
22/07/2010,7,Summer,2010,40694.71135,33.59,20.57,0,14.67091892
23/07/2010,7,Summer,2010,45134.7,34.43,15.62,0,44.98611111
24/07/2010,7,Summer,2010,42954.8,35.7,19.42,0,39.25
25/07/2010,7,Summer,2010,46099.8,34.85,16,0,22.89930556
26/07/2010,7,Summer,2010,46574.8,35.27,16.76,0,26.42361111
27/07/2010,7,Summer,2010,45649.5,36.13,16.76,0,31.05555556
28/07/2010,7,Summer,2010,44324.9,38.32,18.28,0,35.07291667
29/07/2010,7,Summer,2010,41123.4,39.22,18.28,0,23.28125
30/07/2010,7,Summer,2010,45042.5,36.13,16.76,0,35.04513889
31/07/2010,7,Summer,2010,43843.8,38.77,20.19,0,40.25347222
01/08/2010,8,Summer,2010,43345.1,37.88,21.33,0,32.625
02/08/2010,8,Summer,2010,44524.8,36.13,20.95,0,30.42013889
03/08/2010,8,Summer,2010,42127.3,33.59,16.76,0,44.125
04/08/2010,8,Summer,2010,41622.4,34.85,16.38,0,34.79513889
05/08/2010,8,Summer,2010,43792.3,33.59,17.14,0,31.43055556
06/08/2010,8,Summer,2010,42799.3,35.27,15.23,0,31.47222222
07/08/2010,8,Summer,2010,41319.6,37.44,19.04,0,50.08159722
08/08/2010,8,Summer,2010,23079.6,35.7,22.09,0.4,47.95833333
09/08/2010,8,Summer,2010,36843.5,34.85,18.66,2.6,64.38888889
10/08/2010,8,Summer,2010,30182.7,37.44,21.33,0,42.96527778
11/08/2010,8,Summer,2010,40842.2,37.44,21.71,0,24.65625
12/08/2010,8,Summer,2010,40002,34.85,13.7,0,22.61111111
13/08/2010,8,Summer,2010,32363.3,29.5,15.62,0,52.32986111
14/08/2010,8,Summer,2010,43349.7,28.7,12.55,0,42.95138889
15/08/2010,8,Summer,2010,42374.7,32.76,12.16,0,35.74305556
16/08/2010,8,Summer,2010,13677.8,24.79,14.85,2.4,70.03819444
17/08/2010,8,Summer,2010,23310.8,27.91,17.14,0.2,81.24826389
18/08/2010,8,Summer,2010,37651.2,31.12,17.9,0,58.90972222
19/08/2010,8,Summer,2010,24077.2,29.1,17.52,5.2,71.72743056
20/08/2010,8,Summer,2010,39196.1,34.43,16.38,0,67.29513889
21/08/2010,8,Summer,2010,38963.8,36.57,19.81,0,41.43055556
22/08/2010,8,Summer,2010,39571.1,36.13,22.09,0,37.43402778
23/08/2010,8,Summer,2010,41541.9,34.43,17.52,0,28.23958333
24/08/2010,8,Summer,2010,40036.3,32.34,17.14,0,54.31076389
25/08/2010,8,Summer,2010,39727.2,37,17.9,0,31.10763889
26/08/2010,8,Summer,2010,38604.7,39.67,21.33,0,29.41319444
27/08/2010,8,Summer,2010,39155.8,36.13,20.57,0,25.67013889
28/08/2010,8,Summer,2010,39501,35.27,16.38,0,24.84722222
29/08/2010,8,Summer,2010,38389.8,34.85,16.76,0,30.26736111
30/08/2010,8,Summer,2010,38975.1,34.85,15.23,0,20.29861111
31/08/2010,8,Summer,2010,35104.9,34.01,16,0,43.859375
01/09/2010,9,Fall,2010,23776.2,31.12,17.9,6.6,78.51215278
02/09/2010,9,Fall,2010,29252.2,28.31,15.23,1.6,83.33159722
03/09/2010,9,Fall,2010,36244.8,31.12,16,0,67.26388889
04/09/2010,9,Fall,2010,36064.6,34.01,18.28,0,48.84722222
05/09/2010,9,Fall,2010,35542.2,34.85,17.9,0,35.55555556
06/09/2010,9,Fall,2010,33954.6,33.59,19.42,0,30.43402778
07/09/2010,9,Fall,2010,28851.4,24.79,16.76,0,57.27777778
08/09/2010,9,Fall,2010,35522.6,25.56,14.09,0,55.31597222
09/09/2010,9,Fall,2010,35659.8,27.91,11.77,0,45.41666667
10/09/2010,9,Fall,2010,36327.6,30.71,10.99,0,36.76041667
11/09/2010,9,Fall,2010,36027,32.34,13.7,0,35.53819444
12/09/2010,9,Fall,2010,34460.6,33.59,16,0,43.98090278
13/09/2010,9,Fall,2010,33990.9,34.01,16.38,0,43.20138889
14/09/2010,9,Fall,2010,35355.8,34.43,14.09,0,27.06597222
15/09/2010,9,Fall,2010,31768.3,35.27,16.76,0,46.55381944
16/09/2010,9,Fall,2010,16453.3,25.95,18.28,3,70.203125
17/09/2010,9,Fall,2010,16113.2,22.86,14.47,7.4,95.05034722
18/09/2010,9,Fall,2010,21909.5,24.79,13.7,0,81.59201389
19/09/2010,9,Fall,2010,32427.5,27.91,11.77,0,69.89236111
20/09/2010,9,Fall,2010,6176.8,19.81,14.85,0.6,91.61979167
21/09/2010,9,Fall,2010,28677.1,27.52,11.38,0,78.41145833
22/09/2010,9,Fall,2010,29748.2,27.52,13.7,0,67.19097222
23/09/2010,9,Fall,2010,13030.8,24.01,17.14,0,64.44097222
24/09/2010,9,Fall,2010,29845.8,26.73,13.32,0,58.203125
25/09/2010,9,Fall,2010,28937.9,23.24,10.99,0,47.99652778
26/09/2010,9,Fall,2010,32314.9,22.09,8.23,0,52.78819444
27/09/2010,9,Fall,2010,31188.4,24.79,6.22,0,44.62152778
28/09/2010,9,Fall,2010,30811.8,26.34,7.83,0,40.23958333
29/09/2010,9,Fall,2010,30114.8,27.52,9.42,0,39.73263889
30/09/2010,9,Fall,2010,27454.6,27.91,11.77,0,37.30902778
01/10/2010,10,Fall,2010,29635.5,27.52,12.16,0,46.35763889
02/10/2010,10,Fall,2010,29188.3,28.31,10.6,0,38.09722222
03/10/2010,10,Fall,2010,14945.7,20.19,12.16,4,56.31076389
04/10/2010,10,Fall,2010,18339.6,20.95,11.38,0.4,77.48090278
05/10/2010,10,Fall,2010,28898.5,23.63,6.62,0,64.27951389
06/10/2010,10,Fall,2010,28070.9,25.56,8.23,0,53.86111111
07/10/2010,10,Fall,2010,23028.5,27.12,14.09,1,69.08159722
08/10/2010,10,Fall,2010,23295.9,26.34,15.23,0,72.84201389
09/10/2010,10,Fall,2010,2849.1,21.71,11.38,22.4,91.56770833
10/10/2010,10,Fall,2010,19122,18.28,9.03,0.2,92.04340278
11/10/2010,10,Fall,2010,14587.2,17.9,8.63,0,89.83680556
12/10/2010,10,Fall,2010,16489.6,19.04,7.83,0,92.72395833
13/10/2010,10,Fall,2010,22947.7,22.48,8.63,0,79.28993056
14/10/2010,10,Fall,2010,25789.3,22.48,10.21,0,68.26736111
15/10/2010,10,Fall,2010,26568.4,20.57,4.99,0,61.64756944
16/10/2010,10,Fall,2010,25977.2,19.81,4.15,0,63.9375
17/10/2010,10,Fall,2010,26320.3,17.9,4.99,0,63.22569444
18/10/2010,10,Fall,2010,26513.3,19.42,1.17,0,47.42361111
19/10/2010,10,Fall,2010,25959.3,20.57,0.73,0,46.08680556
20/10/2010,10,Fall,2010,25784.5,22.48,2.03,0,43.09027778
21/10/2010,10,Fall,2010,24811.6,22.48,4.99,0,52.17881944
22/10/2010,10,Fall,2010,17880.4,20.57,5.81,0,69.359375
23/10/2010,10,Fall,2010,22389.3,21.71,7.83,0,65.91666667
24/10/2010,10,Fall,2010,22389.7,21.71,4.99,0,65.44444444
25/10/2010,10,Fall,2010,21845.3,18.66,7.03,0,53.99305556
26/10/2010,10,Fall,2010,24330.4,20.19,-1.05,0,38.9375
27/10/2010,10,Fall,2010,23037.9,22.09,0.29,0,29.75694444
28/10/2010,10,Fall,2010,12901.9,21.33,6.62,0,28.18055556
29/10/2010,10,Fall,2010,17630.6,22.48,9.42,3.8,47.30381944
30/10/2010,10,Fall,2010,6288.3,12.93,8.63,3.4,99.50347222
31/10/2010,10,Fall,2010,13434.1,14.09,9.42,0.8,94.90451389
01/11/2010,11,Fall,2010,15261.8,18.28,7.83,0,77.421875
02/11/2010,11,Fall,2010,21610.6,18.66,7.83,0,68.0625
03/11/2010,11,Fall,2010,20960.7,21.33,4.15,0,80.5
04/11/2010,11,Fall,2010,20905.2,22.48,6.22,0,75.81770833
05/11/2010,11,Fall,2010,20375.6,21.71,5.81,0,73.78993056
06/11/2010,11,Fall,2010,20024.3,20.19,7.03,0.2,81.43402778
07/11/2010,11,Fall,2010,12637.1,16.76,7.03,0,82.97048611
08/11/2010,11,Fall,2010,7001.3,12.93,4.99,0,85.91319444
09/11/2010,11,Fall,2010,13453.1,14.85,8.23,0.4,77.09548611
10/11/2010,11,Fall,2010,15634,14.09,7.83,0,71.65104167
11/11/2010,11,Fall,2010,16942.2,16,2.89,0,68.97916667
12/11/2010,11,Fall,2010,18305.6,16,5.4,0,93.02951389
13/11/2010,11,Fall,2010,10094.3,16,6.22,0,91.22569444
14/11/2010,11,Fall,2010,6040.5,13.7,7.03,6.2,97.89583333
15/11/2010,11,Fall,2010,18051.7,12.16,2.89,0,79.078125
16/11/2010,11,Fall,2010,17729.3,12.55,2.03,0,81.5
17/11/2010,11,Fall,2010,5411.8,10.21,4.99,5.6,95.43055556
18/11/2010,11,Fall,2010,17935.6,12.55,2.46,0,85.89930556
19/11/2010,11,Fall,2010,12302.8,13.32,2.46,0,91.49479167
20/11/2010,11,Fall,2010,9883,12.55,6.22,7.4,95.26736111
21/11/2010,11,Fall,2010,14819.1,12.55,4.99,0.6,94.80729167
22/11/2010,11,Fall,2010,13975.2,11.38,3.74,0,91.140625
23/11/2010,11,Fall,2010,15766.6,12.16,2.46,0,85.45833333
24/11/2010,11,Fall,2010,17052.8,13.32,3.31,0,85.89409722
25/11/2010,11,Fall,2010,15900.4,12.16,-1.05,0,83.44965278
26/11/2010,11,Fall,2010,16831.9,9.42,-1.51,0,72.484375
27/11/2010,11,Fall,2010,9512.5,7.43,-2.9,0,87.79513889
28/11/2010,11,Fall,2010,15511.9,9.03,-2.9,0,79.94270833
29/11/2010,11,Fall,2010,3257.8,3.74,-2.43,1,99.140625
30/11/2010,11,Fall,2010,7819.3,9.82,3.31,1.4,97.99479167
01/12/2010,12,Winter,2010,5375.2,5.81,1.6,0.8,100
02/12/2010,12,Winter,2010,10019.2,7.83,1.17,0,87.64236111
03/12/2010,12,Winter,2010,16682.9,7.43,-1.05,2.4,74.02604167
04/12/2010,12,Winter,2010,14071.5,4.99,-5.31,0,84.39409722
05/12/2010,12,Winter,2010,3629.3,10.99,2.46,1,89.05729167
06/12/2010,12,Winter,2010,11666.2,18.28,10.6,3.4,93.54340278
07/12/2010,12,Winter,2010,2734.1,14.47,10.6,10,99.74826389
08/12/2010,12,Winter,2010,6736.6,15.62,11.38,1.6,97.07291667
09/12/2010,12,Winter,2010,8025.1,16.38,9.82,3.6,100
10/12/2010,12,Winter,2010,10643,16.38,6.22,0.2,98.55034722
11/12/2010,12,Winter,2010,8519.3,11.77,7.03,0,100
12/12/2010,12,Winter,2010,7608.9,9.42,4.57,0.2,100
13/12/2010,12,Winter,2010,9157.6,13.32,5.4,0.2,99.97916667
14/12/2010,12,Winter,2010,13664,14.85,4.15,0,78.98611111
15/12/2010,12,Winter,2010,15683.1,7.43,-1.97,0,55.86458333
16/12/2010,12,Winter,2010,15836.7,6.62,-6.3,0,62.94444444
17/12/2010,12,Winter,2010,15951.4,7.83,-6.81,0,63.15972222
18/12/2010,12,Winter,2010,5375.5,6.22,-5.31,0,89.96701389
19/12/2010,12,Winter,2010,4326.4,8.63,4.15,3.6,100
20/12/2010,12,Winter,2010,10236.7,11.38,4.99,0.8,90.21180556
21/12/2010,12,Winter,2010,4324.4,12.93,5.4,6.2,100
22/12/2010,12,Winter,2010,4815.5,11.38,8.23,3.2,99.78819444
23/12/2010,12,Winter,2010,5961.5,10.21,3.31,3,93.69444444
24/12/2010,12,Winter,2010,15309.1,7.43,-0.15,0,70.90625
25/12/2010,12,Winter,2010,14606.5,7.43,-3.37,0,76.66145833
26/12/2010,12,Winter,2010,16001.9,7.03,-6.3,0,56.25347222
27/12/2010,12,Winter,2010,14881.8,7.83,-6.3,0,74.84722222
28/12/2010,12,Winter,2010,8977.5,9.03,-1.05,0,87.49652778
29/12/2010,12,Winter,2010,12677.9,14.09,1.17,0,91.70138889
30/12/2010,12,Winter,2010,4702.8,10.6,2.46,3.4,96.00173611
